Name,DateTime,AVG_CPU_UTIL,AVG_MEM_UTIL
 ICOREDR_APPHOST230 , 2018-12-07 ,2.331902718168813,28.23175965665236
 ICOREDR_APPHOST230 , 2018-12-08 ,0.05492730210016156,23.5702746365105
 ICOREDR_APPHOST230 , 2018-12-09 ,0.0020833333333333333,19.454166666666666
 ICOREDR_APPHOST230 , 2018-12-10 ,1.6284722222222223,18.406944444444445
 ICOREDR_APPHOST230 , 2018-12-11 ,0.010416666666666666,14.15625
 ICOREDR_APPHOST230 , 2018-12-12 ,1.0229166666666667,16.575694444444444
 ICOREDR_APPHOST230 , 2018-12-13 ,1.1166666666666667,21.56736111111111
 ICOREDR_APPHOST230 , 2018-12-14 ,0.03888888888888889,25.358333333333334
 ICOREDR_APPHOST230 , 2018-12-15 ,0.004172461752433936,23.518080667593882
 ICOREDR_APPHOST230 , 2018-12-16 ,0.006944444444444445,22.836111111111112
 ICOREDR_APPHOST230 , 2018-12-17 ,11.382132132132131,29.855105105105107
 ICOREDR_APPHOST230 , 2018-12-18 ,0.03194444444444444,19.18888888888889
 ICOREDR_APPHOST230 , 2018-12-19 ,1.9770674079221682,24.313412091730367
 ICOREDR_APPHOST230 , 2018-12-20 ,0.05807365439093484,26.089943342776206
 ICOREDR_APPHOST230 , 2018-12-21 ,0.17291666666666666,18.74375
 ICOREDR_APPHOST230 , 2018-12-22 ,0.07314629258517034,18.243486973947896
 ICOREDR_APPHOST230 , 2018-12-23 ,0.00625,18.448611111111113
 ICOREDR_APPHOST230 , 2018-12-24 ,8.185495118549511,22.619944211994422
 ICOREDR_APPHOST230 , 2018-12-25 ,0.9986111111111112,41.46875
 ICOREDR_APPHOST230 , 2018-12-26 ,9.872916666666667,36.67638888888889
 ICOREDR_APPHOST230 , 2018-12-27 ,9.323867996930161,30.194167306216425
 ICOREDR_APPHOST230 , 2018-12-28 ,0.010452961672473868,27.8801393728223
 ICOREDR_APPHOST230 , 2018-12-29 ,0.004861111111111111,25.585416666666667
 ICOREDR_APPHOST230 , 2018-12-30 ,0.0020833333333333333,24.367361111111112
 ICOREDR_APPHOST230 , 2018-12-31 ,10.013966480446927,29.86522346368715
 ICOREDR_APPHOST230 , 2019-01-01 ,0.0006944444444444445,19.313194444444445
 ICOREDR_APPHOST230 , 2019-01-02 ,16.36427076064201,28.13886950453594
 ICOREDR_APPHOST230 , 2019-01-03 ,16.150694444444444,40.30694444444445
 ICOREDR_APPHOST230 , 2019-01-04 ,5.168055555555555,21.836805555555557
 ICOREDR_APPHOST230 , 2019-01-05 ,0.004861111111111111,17.0
 ICOREDR_APPHOST230 , 2019-01-06 ,0.005555555555555557,17.000694444444445
 ICOREDR_APPHOST230 , 2019-01-07 ,16.891666666666666,25.314583333333335
 ICOREDR_APPHOST230 , 2019-01-08 ,1.5659722222222223,22.665277777777778
 ICOREDR_APPHOST230 , 2019-01-09 ,17.98402777777778,28.39097222222222
 ICOREDR_APPHOST230 , 2019-01-10 ,9.965272856130404,23.46350106307583
 ICOREDR_APPHOST230 , 2019-01-11 ,6.217361111111111,19.82638888888889
 ICOREDR_APPHOST230 , 2019-01-12 ,0.0020833333333333333,18.0
 ICOREDR_APPHOST230 , 2019-01-13 ,0.0013888888888888892,18.0
 ICOREDR_APPHOST230 , 2019-01-14 ,5.959027777777778,19.64236111111111
 ICOREDR_APPHOST230 , 2019-01-15 ,20.115972222222222,27.875694444444445
 ICOREDR_APPHOST230 , 2019-01-16 ,19.883333333333333,25.39027777777778
 ICOREDR_APPHOST230 , 2019-01-17 ,6.540861812778603,19.158246656760774
 ICOREDR_APPHOST230 , 2019-01-18 ,20.7389412617839,20.512690355329948
 ICOREDR_APPHOST230 , 2019-01-19 ,0.036111111111111115,17.0
 ICOREDR_APPHOST230 , 2019-01-20 ,0.015561015561015561,11.33087633087633
 ICOREDR_APPHOST230 , 2019-01-21 ,1.9534722222222225,6.949305555555555
 ICOREDR_APPHOST230 , 2019-01-22 ,9.883252258512856,10.72550382209868
 ICOREDR_APPHOST230 , 2019-01-23 ,20.887421820708827,16.89367616400278
